id,book_id,book,chapter,verse,text
866,1,Genesis,30,35,"And he removed that day the he goats that were ring-streaked and spotted, and all the she goats that were speckled and spotted, and every one that had some white in it, and all the brown among the sheep, and gave them into the hand of his sons."
867,1,Genesis,30,36,And he set three days' journey betwixt himself and Jacob: and Jacob fed the rest of Laban's flocks.
868,1,Genesis,30,37,"And Jacob took him rods of green poplar, and of the hazel and chestnut tree; and pilled white streaks in them, and made the white appear which was in the rods."
869,1,Genesis,30,38,"And he set the rods which he had pilled before the flocks in the gutters in the watering troughs when the flocks came to drink, that they should conceive when they came to drink."
870,1,Genesis,30,39,"And the flocks conceived before the rods, and brought forth cattle ring-streaked, speckled, and spotted."
871,1,Genesis,30,40,"And Jacob did separate the lambs, and set the faces of the flocks toward the ring-streaked, and all the brown in the flock of Laban; and he put his own flocks by themselves, and put them not unto Laban's cattle."
872,1,Genesis,30,41,"And it came to pass, whensoever the stronger cattle did conceive, that Jacob laid the rods before the eyes of the cattle in the gutters, that they might conceive among the rods."
873,1,Genesis,30,42,"But when the cattle were feeble, he put them not in: so the feebler were Laban's, and the stronger Jacob's."
874,1,Genesis,30,43,"And the man increased exceedingly, and had much cattle, and maidservants, and menservants, and camels, and asses."
875,1,Genesis,31,1,"And he heard the words of Laban's sons, saying, Jacob hath taken away all that was our father's; and of that which was our father's hath he gotten all this glory."
876,1,Genesis,31,2,"And Jacob beheld the countenance of Laban, and, behold, it was not toward him as before."
877,1,Genesis,31,3,"And the LORD said unto Jacob, Return unto the land of thy fathers, and to thy kindred; and I will be with thee."
878,1,Genesis,31,4,"And Jacob sent and called Rachel and Leah to the field unto his flock,"
879,1,Genesis,31,5,"And said unto them, I see your father's countenance, that it is not toward me as before; but the God of my father hath been with me."
880,1,Genesis,31,6,And ye know that with all my power I have served your father.
881,1,Genesis,31,7,"And your father hath deceived me, and changed my wages ten times; but God suffered him not to hurt me."
882,1,Genesis,31,8,"If he said thus, The speckled shall be thy wages; then all the cattle bare speckled: and if he said thus, The ring-streaked shall be thy hire; then bare all the cattle ring-streaked."
883,1,Genesis,31,9,"Thus God hath taken away the cattle of your father, and given them to me."
884,1,Genesis,31,10,"And it came to pass at the time that the cattle conceived, that I lifted up mine eyes, and saw in a dream, and, behold, the rams which leaped upon the cattle were ring-streaked, speckled, and grizzled."
885,1,Genesis,31,11,"And the angel of God spake unto me in a dream, saying, Jacob: And I said, Here am I."
886,1,Genesis,31,12,"And he said, Lift up now thine eyes, and see, all the rams which leap upon the cattle are ring-streaked, speckled, and grizzled: for I have seen all that Laban doeth unto thee."
887,1,Genesis,31,13,"I am the God of Bethel, where thou anointedst the pillar, and where thou vowedst a vow unto me: now arise, get thee out from this land, and return unto the land of thy kindred."
888,1,Genesis,31,14,"And Rachel and Leah answered and said unto him, Is there yet any portion or inheritance for us in our father's house?"
889,1,Genesis,31,15,"Are we not counted of him strangers? for he hath sold us, and hath quite devoured also our money."
890,1,Genesis,31,16,"For all the riches which God hath taken from our father, that is ours, and our children's: now then, whatsoever God hath said unto thee, do."
891,1,Genesis,31,17,"Then Jacob rose up, and set his sons and his wives upon camels;"
892,1,Genesis,31,18,"And he carried away all his cattle, and all his goods which he had gotten, the cattle of his getting, which he had gotten in Padanaram, for to go to Isaac his father in the land of Canaan."
893,1,Genesis,31,19,And Laban went to shear his sheep: and Rachel had stolen the images that were her father's.
894,1,Genesis,31,20,"And Jacob stole away unawares to Laban the Syrian, in that he told him not that he fled."
895,1,Genesis,31,21,"So he fled with all that he had; and he rose up, and passed over the river, and set his face toward the mount Gilead."
896,1,Genesis,31,22,And it was told Laban on the third day that Jacob was fled.
897,1,Genesis,31,23,"And he took his brethren with him, and pursued after him seven days' journey; and they overtook him in the mount Gilead."
898,1,Genesis,31,24,"And God came to Laban the Syrian in a dream by night, and said unto him, Take heed that thou speak not to Jacob either good or bad."
899,1,Genesis,31,25,Then Laban overtook Jacob. Now Jacob had pitched his tent in the mount: and Laban with his brethren pitched in the mount of Gilead.
900,1,Genesis,31,26,"And Laban said to Jacob, What hast thou done, that thou hast stolen away unawares to me, and carried away my daughters, as captives taken with the sword?"
901,1,Genesis,31,27,"Wherefore didst thou flee away secretly, and steal away from me; and didst not tell me, that I might have sent thee away with mirth, and with songs, with tabret, and with harp?"
902,1,Genesis,31,28,And hast not suffered me to kiss my sons and my daughters? thou hast now done foolishly in so doing.
903,1,Genesis,31,29,"It is in the power of my hand to do you hurt: but the God of your father spake unto me yesternight, saying, Take thou heed that thou speak not to Jacob either good or bad."
904,1,Genesis,31,30,"And now, though thou wouldest needs be gone, because thou sore longedst after thy father's house, yet wherefore hast thou stolen my gods?"
905,1,Genesis,31,31,"And Jacob answered and said to Laban, Because I was afraid: for I said, Peradventure thou wouldest take by force thy daughters from me."
906,1,Genesis,31,32,"With whomsoever thou findest thy gods, let him not live: before our brethren discern thou what is thine with me, and take it to thee. For Jacob knew not that Rachel had stolen them."
907,1,Genesis,31,33,"And Laban went into Jacob's tent, and into Leah's tent, and into the two maidservants' tents; but he found them not. Then went he out of Leah's tent, and entered into Rachel's tent."
908,1,Genesis,31,34,"Now Rachel had taken the images, and put them in the camel's furniture, and sat upon them. And Laban searched all the tent, but found them not."
909,1,Genesis,31,35,"And she said to her father, Let it not displease my lord that I cannot rise up before thee; for the custom of women is upon me. And he searched but found not the images."
910,1,Genesis,31,36,"And Jacob was wroth, and chode with Laban: and Jacob answered and said to Laban, What is my trespass? what is my sin, that thou hast so hotly pursued after me?"
911,1,Genesis,31,37,"Whereas thou hast searched all my stuff, what hast thou found of all thy household stuff? set it here before my brethren and thy brethren, that they may judge betwixt us both."
912,1,Genesis,31,38,"This twenty years have I been with thee; thy ewes and thy she goats have not cast their young, and the rams of thy flock have I not eaten."
913,1,Genesis,31,39,"That which was torn of beasts I brought not unto thee; I bare the loss of it; of my hand didst thou require it, whether stolen by day, or stolen by night."
914,1,Genesis,31,40,"Thus I was; in the day the drought consumed me, and the frost by night; and my sleep departed from mine eyes."
915,1,Genesis,31,41,"Thus have I been twenty years in thy house; I served thee fourteen years for thy two daughters, and six years for thy cattle: and thou hast changed my wages ten times."
916,1,Genesis,31,42,"Except the God of my father, the God of Abraham, and the fear of Isaac, had been with me, surely thou hadst sent me away now empty. God hath seen mine affliction and the labor of my hands, and rebuked thee yesternight."
917,1,Genesis,31,43,"And Laban answered and said unto Jacob, These daughters are my daughters, and these children are my children, and these cattle are my cattle, and all that thou seest is mine: and what can I do this day unto these my daughters, or unto their children which they have born?"
918,1,Genesis,31,44,"Now therefore come thou, let us make a covenant, I and thou; and let it be for a witness between me and thee."
919,1,Genesis,31,45,"And Jacob took a stone, and set it up for a pillar."
920,1,Genesis,31,46,"And Jacob said unto his brethren, Gather stones; and they took stones, and made an heap: and they did eat there upon the heap."
921,1,Genesis,31,47,And Laban called it Jegarsahadutha: but Jacob called it Galeed.
922,1,Genesis,31,48,"And Laban said, This heap is a witness between me and thee this day. Therefore was the name of it called Galeed;"
923,1,Genesis,31,49,"And Mizpah; for he said, The LORD watch between me and thee, when we are absent one from another."
924,1,Genesis,31,50,"If thou shalt afflict my daughters, or if thou shalt take other wives beside my daughters, no man is with us; see, God is witness betwixt me and thee."
925,1,Genesis,31,51,"And Laban said to Jacob, Behold this heap, and behold this pillar, which I have cast betwixt me and thee:"
926,1,Genesis,31,52,"This heap be witness, and this pillar be witness, that I will not pass over this heap to thee, and that thou shalt not pass over this heap and this pillar unto me, for harm."
927,1,Genesis,31,53,"The God of Abraham, and the God of Nahor, the God of their father, judge betwixt us. And Jacob sware by the fear of his father Isaac."
928,1,Genesis,31,54,"Then Jacob offered sacrifice upon the mount, and called his brethren to eat bread: and they did eat bread, and tarried all night in the mount."
929,1,Genesis,31,55,"And early in the morning Laban rose up, and kissed his sons and his daughters, and blessed them: and Laban departed, and returned unto his place."
930,1,Genesis,32,1,"And Jacob went on his way, and the angels of God met him."
931,1,Genesis,32,2,"And when Jacob saw them, he said, This is God's host: and he called the name of that place Mahanaim."
932,1,Genesis,32,3,"And Jacob sent messengers before him to Esau his brother unto the land of Seir, the country of Edom."
933,1,Genesis,32,4,"And he commanded them, saying, Thus shall ye speak unto my lord Esau; Thy servant Jacob saith thus, I have sojourned with Laban, and stayed there until now:"
934,1,Genesis,32,5,"And I have oxen, and asses, flocks, and menservants, and womenservants: and I have sent to tell my lord, that I may find grace in thy sight."
935,1,Genesis,32,6,"And the messengers returned to Jacob, saying, We came to thy brother Esau, and also he cometh to meet thee, and four hundred men with him."
936,1,Genesis,32,7,"Then Jacob was greatly afraid and distressed: and he divided the people that was with him, and the flocks, and herds, and the camels, into two bands;"
937,1,Genesis,32,8,"And said, If Esau come to the one company, and smite it, then the other company which is left shall escape."
938,1,Genesis,32,9,"And Jacob said, O God of my father Abraham, and God of my father Isaac, the LORD which saidst unto me, Return unto thy country, and to thy kindred, and I will deal well with thee:"
939,1,Genesis,32,10,"I am not worthy of the least of all the mercies, and of all the truth, which thou hast showed unto thy servant; for with my staff I passed over this Jordan; and now I am become two bands."
940,1,Genesis,32,11,"Deliver me, I pray thee, from the hand of my brother, from the hand of Esau: for I fear him, lest he will come and smite me, and the mother with the children."
941,1,Genesis,32,12,"And thou saidst, I will surely do thee good, and make thy seed as the sand of the sea, which cannot be numbered for multitude."
942,1,Genesis,32,13,And he lodged there that same night; and took of that which came to his hand a present for Esau his brother;
943,1,Genesis,32,14,"Two hundred she goats, and twenty he goats, two hundred ewes, and twenty rams,"
944,1,Genesis,32,15,"Thirty milch camels with their colts, forty kine, and ten bulls, twenty she asses, and ten foals."
945,1,Genesis,32,16,"And he delivered them into the hand of his servants, every drove by themselves; and said unto his servants, Pass over before me, and put a space betwixt drove and drove."
946,1,Genesis,32,17,"And he commanded the foremost, saying, When Esau my brother meeteth thee, and asketh thee, saying, Whose art thou? and whither goest thou? and whose are these before thee?"
947,1,Genesis,32,18,"Then thou shalt say, They be thy servant Jacob's; it is a present sent unto my lord Esau: and, behold, also he is behind us."
948,1,Genesis,32,19,"And so commanded he the second, and the third, and all that followed the droves, saying, On this manner shall ye speak unto Esau, when ye find him."
949,1,Genesis,32,20,"And say ye moreover, Behold, thy servant Jacob is behind us. For he said, I will appease him with the present that goeth before me, and afterward I will see his face; peradventure he will accept of me."
950,1,Genesis,32,21,So went the present over before him: and himself lodged that night in the company.
951,1,Genesis,32,22,"And he rose up that night, and took his two wives, and his two womenservants, and his eleven sons, and passed over the ford Jabbok."
952,1,Genesis,32,23,"And he took them, and sent them over the brook, and sent over that he had."
953,1,Genesis,32,24,And Jacob was left alone; and there wrestled a man with him until the breaking of the day.
954,1,Genesis,32,25,"And when he saw that he prevailed not against him, he touched the hollow of his thigh; and the hollow of Jacob's thigh was out of joint, as he wrestled with him."
955,1,Genesis,32,26,"And he said, Let me go, for the day breaketh. And he said, I will not let thee go, except thou bless me."
956,1,Genesis,32,27,"And he said unto him, What is thy name? And he said, Jacob."
957,1,Genesis,32,28,"And he said, Thy name shall be called no more Jacob, but Israel: for as a prince hast thou power with God and with men, and hast prevailed."
958,1,Genesis,32,29,"And Jacob asked him, and said, Tell me, I pray thee, thy name. And he said, Wherefore is it that thou dost ask after my name? And he blessed him there."
959,1,Genesis,32,30,"And Jacob called the name of the place Peniel: for I have seen God face to face, and my life is preserved."
960,1,Genesis,32,31,"And as he passed over Penuel the sun rose upon him, and he halted upon his thigh."
961,1,Genesis,32,32,"Therefore the children of Israel eat not of the sinew which shrank, which is upon the hollow of the thigh, unto this day: because he touched the hollow of Jacob's thigh in the sinew that shrank."
962,1,Genesis,33,1,"And Jacob lifted up his eyes, and looked, and, behold, Esau came, and with him four hundred men. And he divided the children unto Leah, and unto Rachel, and unto the two handmaids."
963,1,Genesis,33,2,"And he put the handmaids and their children foremost, and Leah and her children after, and Rachel and Joseph hindermost."
964,1,Genesis,33,3,"And he passed over before them, and bowed himself to the ground seven times, until he came near to his brother."
965,1,Genesis,33,4,"And Esau ran to meet him, and embraced him, and fell on his neck, and kissed him: and they wept."
966,1,Genesis,33,5,"And he lifted up his eyes, and saw the women and the children; and said, Who are those with thee? And he said, The children which God hath graciously given thy servant."
967,1,Genesis,33,6,"Then the handmaidens came near, they and their children, and they bowed themselves."
968,1,Genesis,33,7,"And Leah also with her children came near, and bowed themselves: and after came Joseph near and Rachel, and they bowed themselves."
969,1,Genesis,33,8,"And he said, What meanest thou by all this drove which I met? And he said, These are to find grace in the sight of my lord."
970,1,Genesis,33,9,"And Esau said, I have enough, my brother; keep that thou hast unto thyself."
971,1,Genesis,33,10,"And Jacob said, Nay, I pray thee, if now I have found grace in thy sight, then receive my present at my hand: for therefore I have seen thy face, as though I had seen the face of God, and thou wast pleased with me."
972,1,Genesis,33,11,"Take, I pray thee, my blessing that is brought to thee; because God hath dealt graciously with me, and because I have enough. And he urged him, and he took it."
973,1,Genesis,33,12,"And he said, Let us take our journey, and let us go, and I will go before thee."
974,1,Genesis,33,13,"And he said unto him, My lord knoweth that the children are tender, and the flocks and herds with young are with me: and if men should overdrive them one day, all the flock will die."
975,1,Genesis,33,14,"Let my lord, I pray thee, pass over before his servant: and I will lead on softly, according as the cattle that goeth before me and the children be able to endure, until I come unto my lord unto Seir."
976,1,Genesis,33,15,"And Esau said, Let me now leave with thee some of the folk that are with me. And he said, What needeth it? let me find grace in the sight of my lord."
977,1,Genesis,33,16,So Esau returned that day on his way unto Seir.
978,1,Genesis,33,17,"And Jacob journeyed to Succoth, and built him an house, and made booths for his cattle: therefore the name of the place is called Succoth."
979,1,Genesis,33,18,"And Jacob came to Shalem, a city of Shechem, which is in the land of Canaan, when he came from Padanaram; and pitched his tent before the city."
980,1,Genesis,33,19,"And he bought a parcel of a field, where he had spread his tent, at the hand of the children of Hamor, Shechem's father, for an hundred pieces of money."
981,1,Genesis,33,20,"And he erected there an altar, and called it EleloheIsrael."
982,1,Genesis,34,1,"And Dinah the daughter of Leah, which she bare unto Jacob, went out to see the daughters of the land."
983,1,Genesis,34,2,"And when Shechem the son of Hamor the Hivite, prince of the country, saw her, he took her, and lay with her, and defiled her."
984,1,Genesis,34,3,"And his soul clave unto Dinah the daughter of Jacob, and he loved the damsel, and spake kindly unto the damsel."
985,1,Genesis,34,4,"And Shechem spake unto his father Hamor, saying, Get me this damsel to wife."
986,1,Genesis,34,5,And Jacob heard that he had defiled Dinah his daughter: now his sons were with his cattle in the field: and Jacob held his peace until they were come.
987,1,Genesis,34,6,And Hamor the father of Shechem went out unto Jacob to commune with him.
988,1,Genesis,34,7,"And the sons of Jacob came out of the field when they heard it: and the men were grieved, and they were very wroth, because he had wrought folly in Israel in lying with Jacob's daughter: which thing ought not to be done."
989,1,Genesis,34,8,"And Hamor communed with them, saying, The soul of my son Shechem longeth for your daughter: I pray you give her him to wife."
990,1,Genesis,34,9,"And make ye marriages with us, and give your daughters unto us, and take our daughters unto you."
991,1,Genesis,34,10,"And ye shall dwell with us: and the land shall be before you; dwell and trade ye therein, and get you possessions therein."
992,1,Genesis,34,11,"And Shechem said unto her father and unto her brethren, Let me find grace in your eyes, and what ye shall say unto me I will give."
993,1,Genesis,34,12,"Ask me never so much dowry and gift, and I will give according as ye shall say unto me: but give me the damsel to wife."
994,1,Genesis,34,13,"And the sons of Jacob answered Shechem and Hamor his father deceitfully, and said, because he had defiled Dinah their sister:"
995,1,Genesis,34,14,"And they said unto them, We cannot do this thing, to give our sister to one that is uncircumcised; for that were a reproach unto us:"
996,1,Genesis,34,15,"But in this will we consent unto you: If ye will be as we be, that every male of you be circumcised;"
997,1,Genesis,34,16,"Then will we give our daughters unto you, and we will take your daughters to us, and we will dwell with you, and we will become one people."
998,1,Genesis,34,17,"But if ye will not hearken unto us, to be circumcised; then will we take our daughter, and we will be gone."
999,1,Genesis,34,18,"And their words pleased Hamor, and Shechem Hamor's son."
1000,1,Genesis,34,19,"And the young man deferred not to do the thing, because he had delight in Jacob's daughter: and he was more honorable than all the house of his father."
1001,1,Genesis,34,20,"And Hamor and Shechem his son came unto the gate of their city, and communed with the men of their city, saying,"
1002,1,Genesis,34,21,"These men are peaceable with us; therefore let them dwell in the land, and trade therein; for the land, behold, it is large enough for them; let us take their daughters to us for wives, and let us give them our daughters."
1003,1,Genesis,34,22,"Only herein will the men consent unto us for to dwell with us, to be one people, if every male among us be circumcised, as they are circumcised."
1004,1,Genesis,34,23,"Shall not their cattle and their substance and every beast of theirs be ours? only let us consent unto them, and they will dwell with us."
1005,1,Genesis,34,24,"And unto Hamor and unto Shechem his son hearkened all that went out of the gate of his city; and every male was circumcised, all that went out of the gate of his city."
1006,1,Genesis,34,25,"And it came to pass on the third day, when they were sore, that two of the sons of Jacob, Simeon and Levi, Dinah's brethren, took each man his sword, and came upon the city boldly, and slew all the males."
1007,1,Genesis,34,26,"And they slew Hamor and Shechem his son with the edge of the sword, and took Dinah out of Shechem's house, and went out."
1008,1,Genesis,34,27,"The sons of Jacob came upon the slain, and spoiled the city, because they had defiled their sister."
1009,1,Genesis,34,28,"They took their sheep, and their oxen, and their asses, and that which was in the city, and that which was in the field,"
1010,1,Genesis,34,29,"And all their wealth, and all their little ones, and their wives took they captive, and spoiled even all that was in the house."
1011,1,Genesis,34,30,"And Jacob said to Simeon and Levi, Ye have troubled me to make me to stink among the inhabitants of the land, among the Canaanites and the Perizzites: and I being few in number, they shall gather themselves together against me, and slay me; and I shall be destroyed, I and my house."
1012,1,Genesis,34,31,"And they said, Should he deal with our sister as with an harlot?"
1013,1,Genesis,35,1,"And God said unto Jacob, Arise, go up to Bethel, and dwell there: and make there an altar unto God, that appeared unto thee when thou fleddest from the face of Esau thy brother."
1014,1,Genesis,35,2,"Then Jacob said unto his household, and to all that were with him, Put away the strange gods that are among you, and be clean, and change your garments:"
1015,1,Genesis,35,3,"And let us arise, and go up to Bethel; and I will make there an altar unto God, who answered me in the day of my distress, and was with me in the way which I went."
1016,1,Genesis,35,4,"And they gave unto Jacob all the strange gods which were in their hand, and all their earrings which were in their ears; and Jacob hid them under the oak which was by Shechem."
1017,1,Genesis,35,5,"And they journeyed: and the terror of God was upon the cities that were round about them, and they did not pursue after the sons of Jacob."
1018,1,Genesis,35,6,"So Jacob came to Luz, which is in the land of Canaan, that is, Bethel, he and all the people that were with him."
1019,1,Genesis,35,7,"And he built there an altar, and called the place Elbethel: because there God appeared unto him, when he fled from the face of his brother."
1020,1,Genesis,35,8,"But Deborah Rebekah's nurse died, and she was buried beneath Bethel under an oak: and the name of it was called Allonbachuth."
1021,1,Genesis,35,9,"And God appeared unto Jacob again, when he came out of Padanaram, and blessed him."
1022,1,Genesis,35,10,"And God said unto him, Thy name is Jacob: thy name shall not be called any more Jacob, but Israel shall be thy name: and he called his name Israel."
1023,1,Genesis,35,11,"And God said unto him, I am God Almighty: be fruitful and multiply; a nation and a company of nations shall be of thee, and kings shall come out of thy loins;"
1024,1,Genesis,35,12,"And the land which I gave Abraham and Isaac, to thee I will give it, and to thy seed after thee will I give the land."
1025,1,Genesis,35,13,And God went up from him in the place where he talked with him.
1026,1,Genesis,35,14,"And Jacob set up a pillar in the place where he talked with him, even a pillar of stone: and he poured a drink offering thereon, and he poured oil thereon."
1027,1,Genesis,35,15,"And Jacob called the name of the place where God spake with him, Bethel."
1028,1,Genesis,35,16,"And they journeyed from Bethel; and there was but a little way to come to Ephrath: and Rachel travailed, and she had hard labor."
1029,1,Genesis,35,17,"And it came to pass, when she was in hard labor, that the midwife said unto her, Fear not; thou shalt have this son also."
1030,1,Genesis,35,18,"And it came to pass, as her soul was in departing, (for she died) that she called his name Benoni: but his father called him Benjamin."
1031,1,Genesis,35,19,"And Rachel died, and was buried in the way to Ephrath, which is Bethlehem."
1032,1,Genesis,35,20,And Jacob set a pillar upon her grave: that is the pillar of Rachel's grave unto this day.
1033,1,Genesis,35,21,"And Israel journeyed, and spread his tent beyond the tower of Edar."
1034,1,Genesis,35,22,"And it came to pass, when Israel dwelt in that land, that Reuben went and lay with Bilhah his father's concubine: and Israel heard it. Now the sons of Jacob were twelve:"
1035,1,Genesis,35,23,"The sons of Leah; Reuben, Jacob's firstborn, and Simeon, and Levi, and Judah, and Issachar, and Zebulun:"
1036,1,Genesis,35,24,"The sons of Rachel; Joseph, and Benjamin:"
1037,1,Genesis,35,25,"And the sons of Bilhah, Rachel's handmaid; Dan, and Naphtali:"
1038,1,Genesis,35,26,"And the sons of Zilpah, Leah's handmaid: Gad, and Asher: these are the sons of Jacob, which were born to him in Padanaram."
1039,1,Genesis,35,27,"And Jacob came unto Isaac his father unto Mamre, unto the city of Arba, which is Hebron, where Abraham and Isaac sojourned."
1040,1,Genesis,35,28,And the days of Isaac were an hundred and fourscore years.
1041,1,Genesis,35,29,"And Isaac gave up the ghost, and died, and was gathered unto his people, being old and full of days: and his sons Esau and Jacob buried him."
1042,1,Genesis,36,1,"Now these are the generations of Esau, who is Edom."
1043,1,Genesis,36,2,"Esau took his wives of the daughters of Canaan; Adah the daughter of Elon the Hittite, and Aholibamah the daughter of Anah the daughter of Zibeon the Hivite;"
1044,1,Genesis,36,3,"And Bashemath Ishmael's daughter, sister of Nebajoth."
1045,1,Genesis,36,4,And Adah bare to Esau Eliphaz; and Bashemath bare Reuel;
1046,1,Genesis,36,5,"And Aholibamah bare Jeush, and Jaalam, and Korah: these are the sons of Esau, which were born unto him in the land of Canaan."
1047,1,Genesis,36,6,"And Esau took his wives, and his sons, and his daughters, and all the persons of his house, and his cattle, and all his beasts, and all his substance, which he had got in the land of Canaan; and went into the country from the face of his brother Jacob."
1048,1,Genesis,36,7,For their riches were more than that they might dwell together; and the land wherein they were strangers could not bear them because of their cattle.
1049,1,Genesis,36,8,Thus dwelt Esau in mount Seir: Esau is Edom.
1050,1,Genesis,36,9,And these are the generations of Esau the father of the Edomites in mount Seir:
1051,1,Genesis,36,10,"These are the names of Esau's sons; Eliphaz the son of Adah the wife of Esau, Reuel the son of Bashemath the wife of Esau."
1052,1,Genesis,36,11,"And the sons of Eliphaz were Teman, Omar, Zepho, and Gatam, and Kenaz."
1053,1,Genesis,36,12,And Timna was concubine to Eliphaz Esau's son; and she bare to Eliphaz Amalek: these were the sons of Adah Esau's wife.
1054,1,Genesis,36,13,"And these are the sons of Reuel; Nahath, and Zerah, Shammah, and Mizzah: these were the sons of Bashemath Esau's wife."
1055,1,Genesis,36,14,"And these were the sons of Aholibamah, the daughter of Anah the daughter of Zibeon, Esau's wife: and she bare to Esau Jeush, and Jaalam, and Korah."
1056,1,Genesis,36,15,"These were dukes of the sons of Esau: the sons of Eliphaz the firstborn son of Esau; duke Teman, duke Omar, duke Zepho, duke Kenaz,"
1057,1,Genesis,36,16,"Duke Korah, duke Gatam, and duke Amalek: these are the dukes that came of Eliphaz in the land of Edom; these were the sons of Adah."
1058,1,Genesis,36,17,"And these are the sons of Reuel Esau's son; duke Nahath, duke Zerah, duke Shammah, duke Mizzah: these are the dukes that came of Reuel in the land of Edom; these are the sons of Bashemath Esau's wife."
1059,1,Genesis,36,18,"And these are the sons of Aholibamah Esau's wife; duke Jeush, duke Jaalam, duke Korah: these were the dukes that came of Aholibamah the daughter of Anah, Esau's wife."
1060,1,Genesis,36,19,"These are the sons of Esau, who is Edom, and these are their dukes."
1061,1,Genesis,36,20,"These are the sons of Seir the Horite, who inhabited the land; Lotan, and Shobal, and Zibeon, and Anah,"
1062,1,Genesis,36,21,"And Dishon, and Ezer, and Dishan: these are the dukes of the Horites, the children of Seir in the land of Edom."
1063,1,Genesis,36,22,And the children of Lotan were Hori and Hemam; and Lotan's sister was Timna.
1064,1,Genesis,36,23,"And the children of Shobal were these; Alvan, and Manahath, and Ebal, Shepho, and Onam."
1065,1,Genesis,36,24,"And these are the children of Zibeon; both Ajah, and Anah: this was that Anah that found the mules in the wilderness, as he fed the asses of Zibeon his father."
1066,1,Genesis,36,25,"And the children of Anah were these; Dishon, and Aholibamah the daughter of Anah."
1067,1,Genesis,36,26,"And these are the children of Dishon; Hemdan, and Eshban, and Ithran, and Cheran."
1068,1,Genesis,36,27,"The children of Ezer are these; Bilhan, and Zaavan, and Akan."
1069,1,Genesis,36,28,"The children of Dishan are these; Uz, and Aran."
1070,1,Genesis,36,29,"These are the dukes that came of the Horites; duke Lotan, duke Shobal, duke Zibeon, duke Anah,"
1071,1,Genesis,36,30,"Duke Dishon, duke Ezer, duke Dishan: these are the dukes that came of Hori, among their dukes in the land of Seir."
1072,1,Genesis,36,31,"And these are the kings that reigned in the land of Edom, before there reigned any king over the children of Israel."
1073,1,Genesis,36,32,And Bela the son of Beor reigned in Edom: and the name of his city was Dinhabah.
1074,1,Genesis,36,33,"And Bela died, and Jobab the son of Zerah of Bozrah reigned in his stead."
1075,1,Genesis,36,34,"And Jobab died, and Husham of the land of Temani reigned in his stead."
1076,1,Genesis,36,35,"And Husham died, and Hadad the son of Bedad, who smote Midian in the field of Moab, reigned in his stead: and the name of his city was Avith."
1077,1,Genesis,36,36,"And Hadad died, and Samlah of Masrekah reigned in his stead."
1078,1,Genesis,36,37,"And Samlah died, and Saul of Rehoboth by the river reigned in his stead."
1079,1,Genesis,36,38,"And Saul died, and Baalhanan the son of Achbor reigned in his stead."
1080,1,Genesis,36,39,"And Baalhanan the son of Achbor died, and Hadar reigned in his stead: and the name of his city was Pau; and his wife's name was Mehetabel, the daughter of Matred, the daughter of Mezahab."
1081,1,Genesis,36,40,"And these are the names of the dukes that came of Esau, according to their families, after their places, by their names; duke Timnah, duke Alvah, duke Jetheth,"
1082,1,Genesis,36,41,"Duke Aholibamah, duke Elah, duke Pinon,"
1083,1,Genesis,36,42,"Duke Kenaz, duke Teman, duke Mibzar,"
1084,1,Genesis,36,43,"Duke Magdiel, duke Iram: these be the dukes of Edom, according to their habitations in the land of their possession: he is Esau the father of the Edomites."
1085,1,Genesis,37,1,"And Jacob dwelt in the land wherein his father was a stranger, in the land of Canaan."
1086,1,Genesis,37,2,"These are the generations of Jacob. Joseph, being seventeen years old, was feeding the flock with his brethren; and the lad was with the sons of Bilhah, and with the sons of Zilpah, his father's wives: and Joseph brought unto his father their evil report."
1087,1,Genesis,37,3,"Now Israel loved Joseph more than all his children, because he was the son of his old age: and he made him a coat of many colors."
1088,1,Genesis,37,4,"And when his brethren saw that their father loved him more than all his brethren, they hated him, and could not speak peaceably unto him."
1089,1,Genesis,37,5,"And Joseph dreamed a dream, and he told it his brethren: and they hated him yet the more."
1090,1,Genesis,37,6,"And he said unto them, Hear, I pray you, this dream which I have dreamed:"
1091,1,Genesis,37,7,"For, behold, we were binding sheaves in the field, and, lo, my sheaf arose, and also stood upright; and, behold, your sheaves stood round about, and made obeisance to my sheaf."
1092,1,Genesis,37,8,"And his brethren said to him, Shalt thou indeed reign over us? or shalt thou indeed have dominion over us? And they hated him yet the more for his dreams, and for his words."
1093,1,Genesis,37,9,"And he dreamed yet another dream, and told it his brethren, and said, Behold, I have dreamed a dream more; and, behold, the sun and the moon and the eleven stars made obeisance to me."
1094,1,Genesis,37,10,"And he told it to his father, and to his brethren: and his father rebuked him, and said unto him, What is this dream that thou hast dreamed? Shall I and thy mother and thy brethren indeed come to bow down ourselves to thee to the earth?"
1095,1,Genesis,37,11,And his brethren envied him; but his father observed the saying.
1096,1,Genesis,37,12,And his brethren went to feed their father's flock in Shechem.
1097,1,Genesis,37,13,"And Israel said unto Joseph, Do not thy brethren feed the flock in Shechem? come, and I will send thee unto them. And he said to him, Here am I."
1098,1,Genesis,37,14,"And he said to him, Go, I pray thee, see whether it be well with thy brethren, and well with the flocks; and bring me word again. So he sent him out of the vale of Hebron, and he came to Shechem."
1099,1,Genesis,37,15,"And a certain man found him, and, behold, he was wandering in the field: and the man asked him, saying, What seekest thou?"
1100,1,Genesis,37,16,"And he said, I seek my brethren: tell me, I pray thee, where they feed their flocks."
